"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 11:38:22 GMT 2022","Fri Jul 01 11:38:25 GMT 2022","2538","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
"passed","Fri Jul 01 11:37:43 GMT 2022","Fri Jul 01 11:37:45 GMT 2022","1527","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 2 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
"passed","Fri Jul 01 11:38:15 GMT 2022","Fri Jul 01 11:38:17 GMT 2022","2561","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 11:37:37 GMT 2022","Fri Jul 01 11:37:38 GMT 2022","1706","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 2 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
"passed","Fri Jul 01 11:37:38 GMT 2022","Fri Jul 01 11:37:40 GMT 2022","1506","","ListingDataTest","","ListingDataTest","listDataTestWithWrongData","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük, hogy egy random választott szó nem szerepel-e benne."
"passed","Fri Jul 01 11:37:45 GMT 2022","Fri Jul 01 11:37:46 GMT 2022","1546","","ListingDataTest","","ListingDataTest","listDataTest","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó."
"passed","Fri Jul 01 11:37:57 GMT 2022","Fri Jul 01 11:37:59 GMT 2022","1598","","LogoutTest","","LogoutTest","logoutTest","repetition 1 of 2","Kijelentkezünk a bejelentkezett oldalon."
"passed","Fri Jul 01 11:38:07 GMT 2022","Fri Jul 01 11:38:08 GMT 2022","927","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 1 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"passed","Fri Jul 01 11:37:41 GMT 2022","Fri Jul 01 11:37:43 GMT 2022","1565","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
"passed","Fri Jul 01 11:37:15 GMT 2022","Fri Jul 01 11:37:25 GMT 2022","10244","","SaveDataTest","","SaveDataTest","saveDataTest","repetition 1 of 2","Lementjük egy txt. fájlba a menüpontok listáját."
"failed","Fri Jul 01 11:37:48 GMT 2022","Fri Jul 01 11:37:52 GMT 2022","4709","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 1 of 2","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
"passed","Fri Jul 01 11:37:25 GMT 2022","Fri Jul 01 11:37:35 GMT 2022","9713","","SaveDataTest","","SaveDataTest","saveDataTest","repetition 2 of 2","Lementjük egy txt. fájlba a menüpontok listáját."
"passed","Fri Jul 01 11:37:52 GMT 2022","Fri Jul 01 11:37:57 GMT 2022","5042","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 2 of 2","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
