"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 11:48:08 GMT 2022","Fri Jul 01 11:48:11 GMT 2022","2161","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 2 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Fri Jul 01 11:47:57 GMT 2022","Fri Jul 01 11:47:59 GMT 2022","1438","","RegistrationTest","","RegistrationTest","registerTest","repetition 2 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:48:06 GMT 2022","Fri Jul 01 11:48:08 GMT 2022","2201","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 1 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Fri Jul 01 11:48:21 GMT 2022","Fri Jul 01 11:48:23 GMT 2022","1988","","ListingDataTest","","ListingDataTest","listDataTest","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó."
"passed","Fri Jul 01 11:48:12 GMT 2022","Fri Jul 01 11:48:15 GMT 2022","2342","","ListingDataTest","","ListingDataTest","listDataTestWithWrongData","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük, hogy egy random választott szó nem szerepel-e benne."
"passed","Fri Jul 01 11:47:48 GMT 2022","Fri Jul 01 11:47:53 GMT 2022","5037","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 1 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
"passed","Fri Jul 01 11:48:01 GMT 2022","Fri Jul 01 11:48:04 GMT 2022","2670","","LoginTest","","LoginTest","loginTest","repetition 1 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:48:11 GMT 2022","Fri Jul 01 11:48:13 GMT 2022","2862","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 11:48:15 GMT 2022","Fri Jul 01 11:48:17 GMT 2022","2033","","ListingDataTest","","ListingDataTest","listDataTestWithWrongData","repetition 2 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük, hogy egy random választott szó nem szerepel-e benne."
"passed","Fri Jul 01 11:48:17 GMT 2022","Fri Jul 01 11:48:19 GMT 2022","2134","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
