"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 11:36:12 GMT 2022","Fri Jul 01 11:36:15 GMT 2022","2068","","ListingDataTest","","ListingDataTest","listDataTestWithWrongData","repetition 2 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük, hogy egy random választott szó nem szerepel-e benne."
"passed","Fri Jul 01 11:36:42 GMT 2022","Fri Jul 01 11:36:43 GMT 2022","986","","RegistrationTest","","RegistrationTest","registerTest","repetition 1 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:36:52 GMT 2022","Fri Jul 01 11:36:55 GMT 2022","2626","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 11:35:56 GMT 2022","Fri Jul 01 11:36:06 GMT 2022","10130","","SaveDataTest","","SaveDataTest","saveDataTest","repetition 2 of 2","Lementjük egy txt. fájlba a menüpontok listáját."
"passed","Fri Jul 01 11:36:28 GMT 2022","Fri Jul 01 11:36:33 GMT 2022","5449","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 2 of 2","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
"passed","Fri Jul 01 11:36:43 GMT 2022","Fri Jul 01 11:36:44 GMT 2022","1044","","RegistrationTest","","RegistrationTest","registerTest","repetition 2 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:36:47 GMT 2022","Fri Jul 01 11:36:49 GMT 2022","1736","","LoginTest","","LoginTest","loginTest","repetition 2 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:36:10 GMT 2022","Fri Jul 01 11:36:12 GMT 2022","2032","","ListingDataTest","","ListingDataTest","listDataTestWithWrongData","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük, hogy egy random választott szó nem szerepel-e benne."
"passed","Fri Jul 01 11:36:20 GMT 2022","Fri Jul 01 11:36:22 GMT 2022","1882","","ListingDataTest","","ListingDataTest","listDataTest","repetition 2 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó."
"passed","Fri Jul 01 11:36:55 GMT 2022","Fri Jul 01 11:36:58 GMT 2022","2640","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 11:35:45 GMT 2022","Fri Jul 01 11:35:56 GMT 2022","10963","","SaveDataTest","","SaveDataTest","saveDataTest","repetition 1 of 2","Lementjük egy txt. fájlba a menüpontok listáját."
"passed","Fri Jul 01 11:36:22 GMT 2022","Fri Jul 01 11:36:28 GMT 2022","5598","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 1 of 2","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
