"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 12:13:55 GMT 2022","Fri Jul 01 12:13:55 GMT 2022","812","","RegistrationTest","","RegistrationTest","registerTest","repetition 2 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 12:14:04 GMT 2022","Fri Jul 01 12:14:07 GMT 2022","2494","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 12:13:56 GMT 2022","Fri Jul 01 12:13:57 GMT 2022","778","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 2 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"passed","Fri Jul 01 12:13:13 GMT 2022","Fri Jul 01 12:13:15 GMT 2022","1562","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 1 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
"passed","Fri Jul 01 12:13:59 GMT 2022","Fri Jul 01 12:14:01 GMT 2022","1207","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 1 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Fri Jul 01 12:13:54 GMT 2022","Fri Jul 01 12:13:55 GMT 2022","785","","RegistrationTest","","RegistrationTest","registerTest","repetition 1 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 12:14:09 GMT 2022","Fri Jul 01 12:14:12 GMT 2022","2499","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
"passed","Fri Jul 01 12:14:01 GMT 2022","Fri Jul 01 12:14:02 GMT 2022","1222","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 2 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Fri Jul 01 12:13:57 GMT 2022","Fri Jul 01 12:13:58 GMT 2022","1239","","LoginTest","","LoginTest","loginTest","repetition 1 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 12:12:54 GMT 2022","Fri Jul 01 12:13:04 GMT 2022","10222","","SaveDataTest","","SaveDataTest","saveDataTest","repetition 1 of 2","Lementjük egy txt. fájlba a menüpontok listáját."
"passed","Fri Jul 01 12:13:55 GMT 2022","Fri Jul 01 12:13:56 GMT 2022","705","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 1 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"passed","Fri Jul 01 12:13:58 GMT 2022","Fri Jul 01 12:13:59 GMT 2022","1264","","LoginTest","","LoginTest","loginTest","repetition 2 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 12:13:36 GMT 2022","Fri Jul 01 12:13:48 GMT 2022","11246","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 2 of 2","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
"passed","Fri Jul 01 12:13:04 GMT 2022","Fri Jul 01 12:13:13 GMT 2022","9540","","SaveDataTest","","SaveDataTest","saveDataTest","repetition 2 of 2","Lementjük egy txt. fájlba a menüpontok listáját."
"passed","Fri Jul 01 12:14:02 GMT 2022","Fri Jul 01 12:14:04 GMT 2022","2510","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 12:13:19 GMT 2022","Fri Jul 01 12:13:21 GMT 2022","1393","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
"passed","Fri Jul 01 12:13:22 GMT 2022","Fri Jul 01 12:13:24 GMT 2022","1376","","ListingDataTest","","ListingDataTest","listDataTest","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó."
"passed","Fri Jul 01 12:14:07 GMT 2022","Fri Jul 01 12:14:09 GMT 2022","2543","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
