"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 12:01:05 GMT 2022","Fri Jul 01 12:01:09 GMT 2022","3609","","ListingDataTest","","ListingDataTest","listDataTestWithWrongData","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük, hogy egy random választott szó nem szerepel-e benne."
"passed","Fri Jul 01 12:01:54 GMT 2022","Fri Jul 01 12:01:55 GMT 2022","752","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 1 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"failed","Fri Jul 01 12:01:31 GMT 2022","Fri Jul 01 12:01:38 GMT 2022","7615","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 1 of 2","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
"passed","Fri Jul 01 12:01:56 GMT 2022","Fri Jul 01 12:01:57 GMT 2022","1308","","LoginTest","","LoginTest","loginTest","repetition 1 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 12:02:03 GMT 2022","Fri Jul 01 12:02:06 GMT 2022","2535","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 12:02:06 GMT 2022","Fri Jul 01 12:02:09 GMT 2022","2573","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
"passed","Fri Jul 01 12:01:53 GMT 2022","Fri Jul 01 12:01:54 GMT 2022","851","","RegistrationTest","","RegistrationTest","registerTest","repetition 2 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 12:02:01 GMT 2022","Fri Jul 01 12:02:03 GMT 2022","2506","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 1 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 12:01:46 GMT 2022","Fri Jul 01 12:01:48 GMT 2022","1442","","LogoutTest","","LogoutTest","logoutTest","repetition 1 of 2","Kijelentkezünk a bejelentkezett oldalon."
"passed","Fri Jul 01 12:01:11 GMT 2022","Fri Jul 01 12:01:13 GMT 2022","1849","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
"passed","Fri Jul 01 12:01:29 GMT 2022","Fri Jul 01 12:01:31 GMT 2022","1615","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 2 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
"passed","Fri Jul 01 12:01:58 GMT 2022","Fri Jul 01 12:02:00 GMT 2022","1290","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 1 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Fri Jul 01 12:01:27 GMT 2022","Fri Jul 01 12:01:29 GMT 2022","1637","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 1 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
