"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 12:00:21 GMT 2022","Fri Jul 01 12:00:23 GMT 2022","2672","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyClosingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot bezárjuk elfogadás nélkül"
"passed","Fri Jul 01 11:59:22 GMT 2022","Fri Jul 01 11:59:24 GMT 2022","2081","","DataDeletionTest","","DataDeletionTest","dataDeletionTest","repetition 1 of 2","Töröljük a profilunkat,ezáltal az összes adatunkat az oldalról."
"passed","Fri Jul 01 11:59:01 GMT 2022","Fri Jul 01 11:59:12 GMT 2022","10863","","SaveDataTest","","SaveDataTest","saveDataTest","repetition 1 of 2","Lementjük egy txt. fájlba a menüpontok listáját."
"passed","Fri Jul 01 12:00:03 GMT 2022","Fri Jul 01 12:00:04 GMT 2022","1061","","RegistrationTest","","RegistrationTest","registerTest","repetition 2 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:59:30 GMT 2022","Fri Jul 01 11:59:32 GMT 2022","1852","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
"passed","Fri Jul 01 11:59:34 GMT 2022","Fri Jul 01 11:59:36 GMT 2022","1800","","ListingDataTest","","ListingDataTest","listDataTest","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó."
"failed","Fri Jul 01 11:59:46 GMT 2022","Fri Jul 01 11:59:54 GMT 2022","8018","","MultiPageListTest","","MultiPageListTest","paginationTest","repetition 2 of 2","Megszámoljuk hány blogbejegyzést tartalmaz az összes oldal."
"passed","Fri Jul 01 12:00:05 GMT 2022","Fri Jul 01 12:00:06 GMT 2022","969","","RegistrationTest","","RegistrationTest","registerTestFromDataSource","repetition 2 of 2","Sikeres regisztráció egy szöveges fájl sorozatos beolvasása segítségével"
"passed","Fri Jul 01 11:59:56 GMT 2022","Fri Jul 01 11:59:57 GMT 2022","1882","","LogoutTest","","LogoutTest","logoutTest","repetition 2 of 2","Kijelentkezünk a bejelentkezett oldalon."
"passed","Fri Jul 01 12:00:10 GMT 2022","Fri Jul 01 12:00:11 GMT 2022","1612","","LoginTest","","LoginTest","loginTestFromDataSource","repetition 1 of 2","Sikeres bejelentkezés egy szöveges fájl sorozatos beolvasása segítségével."
"passed","Fri Jul 01 12:00:16 GMT 2022","Fri Jul 01 12:00:18 GMT 2022","2618","","PrivacyPolicyTest","","PrivacyPolicyTest","privacyPolicyAcceptingTest","repetition 2 of 2","A felugró adatkezelési nyilatkozatot elfogadjuk"
"passed","Fri Jul 01 12:00:06 GMT 2022","Fri Jul 01 12:00:08 GMT 2022","1712","","LoginTest","","LoginTest","loginTest","repetition 1 of 2","Sikeres bejelentkezés tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 11:59:26 GMT 2022","Fri Jul 01 11:59:28 GMT 2022","1868","","ListingDataTest","","ListingDataTest","listDataTestWithWrongData","repetition 1 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük, hogy egy random választott szó nem szerepel-e benne."
"passed","Fri Jul 01 11:59:32 GMT 2022","Fri Jul 01 11:59:34 GMT 2022","1834","","ListingDataTest","","ListingDataTest","listDataTestWithLowerCase","repetition 2 of 2","A navigációs sáv menüpontjait listába szedjük és ellenőrizzük , hogy valóban megtalálható-e benne egy választott szó,ha kisbetűvel is írjuk."
"passed","Fri Jul 01 12:00:02 GMT 2022","Fri Jul 01 12:00:03 GMT 2022","1069","","RegistrationTest","","RegistrationTest","registerTest","repetition 1 of 2","Sikeres regisztráció folyamat tesztelése, manuális adat bevitellel"
"passed","Fri Jul 01 12:00:00 GMT 2022","Fri Jul 01 12:00:02 GMT 2022","2304","","EditDataTest","","EditDataTest","editDataTest","repetition 2 of 2","Megváltoztatjuk a profiloldalunkon az adatokat."
